Name0__Img0__0m0																																				
			Name3__Img3__"I'm sorry Name2... I can't let you continue your dark magic!"																																	
				Continue																																
					Name2__Img2__"No WAIT!.."																															
						Continue																														
Name3__Img3__23n2																																				
	I... Wha... What have I done?	No they had to stop...	They would have killed everyone...	Right?	Oh god...																															
		Continue																																		
Name2__Img2_Unconscious__2n1																																				
	... He's gone.																																			
		Continue																																		
Name2__Img2__2n2																																				
	"Come on...."	"Dui faucibus in ornare quam viverra orci sagittis."	"Vulputate ut pharetra sit amet."	"In hac habitasse platea dictumst."	"... Please work, this time."	"They just fell in front of me.... Please work..."																														
		Continue																																		
Name2__Img2__24n0																																				
	"Oh hey! Name4!"																																			
		Continue																																		
Name2__Img2__24n1																																				
	"Name4! Name4!"	"No... no no no no...."																																		
		Continue																																		
Name3__Img3__3m0																																				
	It's true....	Name2 why? Why would you dabble with the occult?	Have you always been evil?																																	
		Fear																																		
			They... are capable of anything.... They could destroy the entire town.	Those plants outside.. They were all dead. That's what they are going to do to us...	Everyone I love.........	Just gone.....	...I need to protect them!																													
				Continue																																
		Rationality																																		
			*Name3 is too worked up. You struggle to influence their emotions*	They... are capable of anything.... They could destroy the entire town.	Those plants outside.. They were all dead. That's what they are going to do to us...	Everyone I love.........	Just gone.....	...I need to protect them!																												
				Continue																																
Name3__Img3__23a0																																				
	"Hey Name2. How are you doing?"																																			
		Continue																																		
			Name2__Img2__"You know, just doing my best. Did you want to buy something?"																																	
				Continue																																
					Name3__Img3__"Oh, no thank you. I'm good... I just wanted to tell you that I heard that the bluffs are going to be beautiful tonight."	"You should go there after you are done at the market"																														
						Continue																														
							Name2__Img2__"Oh... Umm... Ok, thanks for the tip..."																													
								Continue																												
									Name3_Img3__"It would be just what you need. Make sure you go!"																											
										Continue																										
Name4__Img4__24a0																																				
	"What was Name3 just over here about?"																																			
		Continue																																		
			Name2__Img2__"Oh, just saying something about the bluffs being pretty tonight. It was a bit strange"																																	
				Continue																																
					Name4__Img4__"Hmm, the bluffs huh? Could be relaxing..."																															
						Continue																														
							Name2__Img2__"You need more relaxation?"																													
								Continue																												
									Name4__Img4__"What's that supposed to mean?"																											
										Continue																										
											Name2__Img2__"Oh nothing... Do you want to buy something?"																									
												Continue																								
													Name4__Img4__"I'm a little light on coin right now. You think you could let me have an apple or something?"																							
														Continue																						
															Name2__Img2_........	".... Fine, here you go, but can you make some room for paying cusomers?"																				
																Continue																				
																	Name4__Img4__"Thanks Name2, you're a good friend."																			
																		Continue																		
Name3__Img3__3a0																																				
	Ok that's taken care of.	Now I just need to set up the bluffs.	Yeah.. That should do it...	I really hope I'm doing the right thing here....																																
		Continue																																		
Name3__Img3__3e0																																				
	Just saw that a little bit.	Make the edge more slope-y	Sloped?	Ok. Good, that should give way easily...	I guess that's all... Right?																															
		Cautious																																		
			I should make sure Name2 goes to the bluffs like I told them to.																																	
				Continue	3e0_0																															
		Nervous																																		
			I should get out of dodge. If I'm just hanging around, someone might get suspiscious. I'll go hide at home..																																	
				Continue	3e0_1																															
Name3__Img3_Sleep__3n0																																				
	I can't sleep.	I'm so nervous.	I did save the town...I think...	Oh god....																																
		Confident																																		
			I did... I did the right thing. Name2 was trying to kill us all.... 																																	
				Continue	3n0_0																															
		Regret																																		
			I shouldn't have done that....	I could have told someone.	I could have been smarter about this....	...	What's done is done.	No going back I guess																												
				Continue	3n0_1																															
Name4__Img4__4m0																																				
	*You are completely passed out right now*																																			
		Continue																																		
Name4__Img4__4a0																																				
	The bluffs sounds nice.	I'm tired.																																		
		Continue																																		
Name4__Img4__4e0																																				
	*Snores*	*Really how could you sleep this much when you were alive?*																																		
		Continue																																		
Name4__Img4__014e0																																				
	Oh, Name1 is already here. I guess they are helping.	I'll take that to mean that I am not needed here.																																		
		Continue																																		
Name4__Img4__04e0																																				
	Oh, Name0 is looking pretty upset right now...	Maybe I'll come back later...	Bring them some flowers or something so they forgive me.	...Tomorrow...																																
		Continue																																		
fc																																				
	Are you ready for the final confrontation? You can still reset time now if you need to.																																			
		I am ready.	0_0																																	
		I'm not ready.	0_1																																	
Name3__Img3__fc0																																				
	"Name4! Don't step there!"																																			
		Continue																																		
			Name4__Img4__"Huh?"																																	
				Continue																																
Name2__Img2__fc1																																				
	"Name3? Name 4? What are you both doing here?"																																			
		Continue																																		
Name3__Img3__fc2																																				
	"Name2, I can't let you continue your evil ways"																																			
		Continue																																		
			Name2__Img2__"What are you ta..."																																	
				Continue																																
Name4__Img4__fc3																																				
	*It is now time. You must re-inhabit your body and end this!*																																			
		Take Control	fc3_0																																	
		Let things play out	fc3_1																																	
Name4__Img4__fc4																																				
	"Wait! I know why you are doing this! Just talk to me"																																			
		Continue																																		
			Name3__Img3__"Name4, you have no clue what's going on, you spend all of your time in a stuper"																																	
				Continue																																
					Name4__Img4__"I used to, that's true. But I know more than you think. Just hear me out"																															
						Continue																														
							Name3__Img3__"I know what I'm supposed to do, but  I'll hear you out"	"Name2 is practicing dark magic, I've seen their altar. What's the explanation for that?"																												
								*You are right, Name2 is wrong*																												
									Name4__Img4__"Name2 was wrong to try and access dark magic."	"They are messing with dangerous forces"																										
										Continue																										
											Name3__Img3__"I'm so glad you agree, so will you help me?"																									
												*Send him to Jail*																								
													Name4__Img4__"No! He needs to go to jail!"	"Killing him just makes you a murderer"																						
														Continue																						
															Name3__Img3__"People like Name2 can do harm anywhere they are! We need to get rid of them ourselves"																					
																*You can't*																				
																	Name4_Img4_"I can't let you do this. I can't just let you kill them"	fcEnd0_1alt																		
																*I understand you're scared*																				
																	Name4_Img4_"No one gave you the right. I understand you are scared."	"We can take him to the authorities. Give Name2 a trial."																		
																		Continue																		
																			Name3__Img3__"You may be right, but I don't think we have enought time"	"I need to make sure everyone we love is safe"	"I need to do this"															
																				*Don't!*																
																					Name4__Name4__"Don't!" (I don't know what you expected)															
																						Continue	fcEnd0_1alt													
																				*Grab Knife from Name3*	fcEnd1_0															
												*Fine... Let's do it*																								
													Name4__Img4__"As long as I don't die, I'm in"																							
								*Name2 is misguided*						Continue	fcEnd4																					
									Name4__Img4__"Name2 is just misguided. They aren't trying to hurt anyone!"																											
										Continue																										
											Name3__Img3__"How do you know they aren't trying to hurt us?"																									
												*I trust them*																								
													Name4__Img4__"I trust them, we've known them our whole lives"																							
														Continue																						
															Name3__Img3__"Not good enough"	fcEnd0_alt																				
												*They're trying to prevent the apocolypse*																								
													Name4__Img4__"Name2 had been keeping the apocolypse at bay"																							
														Continue																						
															Name3__Img3__"You think I'm that stupid?"	fcEnd0_alt																				
												*They're making pie*																								
													Name4__Img4__"Name2 is just trying to perfect their mothers apple pie recipe"																							
														Continue																						
															Name3__Img3__"..... Seriously...."	fcEnd0_alt																				
												*They aren't*																								
													Name4__Img4__"They aren't doing anything actually. You're just confused."																							
														Continue																						
															Name3__Img3__"Don't insult me like that, I know what I saw."	fcEnd0_alt																				
												*They are grieving*																								
													Name4__Img4__"They miss their spouse. Name2 was trying to get her back"																							
														Continue																						
															Name3__Img3__"I know they have been missing Jenn. I saw their altar though. Maybe they were in it together before she passed!"																					
																*You might be right*																				
																	Name4__Img4__"You might be right, I guess that could make sense"																			
																		Continue																		
																			Name3__Img3__"Thank you."																	
																				Continue	fcEnd0_alt															
																*You've lost family yourself*																				
																	Name4__Img4__"You've lost people too. We all have."	"Think back, wouldn't you give anything to have them back?"																		
																		Continue																		
																			Name3__Img3__"Anything?! Like killing all of us?!"																	
																				*Maybe*																
																					Name4__Img4__"Umm, maybe, but I don't think they would"															
																						Continue														
																							Name4__Img4__"I know the pain of loss you are talking about."	"I think they are capable of that"												
																								Continue	fcEnd0											
																				*You're the murderer here*																
																					Name4__Img4__"You're the one trying to kill Name2." 	"Think about it, of the three of us here, you're the one with murderous intent"	"You don't even know for sure that they want to hurt anyone"													
																						Continue														
																							Name3__Img3__"....."	"... You're right...."	"I just wanted everyone to be safe."	"I know that magic can destroy everything you love"	"I guess I was the one doing the evil thing."	"I'm the bad guy in this. I understand that now."	"Can you promise me that you will stop them from using their altar again?"							
																								*Promise*												
																									Name4__Img4__"I promise you, we will take care of Name2, we can help them grieve and heal."											
																										Continue										
																											Name3__Img3__"Thank you..."									
																												Continue	fcEnd4							
																								*Don't Promise*												
																									Name4__Img4__"I can't promise that. Name2 is free to do what they think is right"											
																										Continue										
																											Name3__Img3__"Then I have to as well"									
																												Continue								
																								*You're not evil*												
																									Name4__Img4__"Name3, I don't think you are evil, just like I don't think Name2 is evil."	"Both of you were misguided."	"Name2 missed their spouse, and tried to get them back."	"You got scared at something you didn't understand, and wanted to care for the people you love"	"Neither of you are evil. You haven't done anything yet"	"Well you punched them out... but excluding that... You haven't done anything."	"It's ok, let's figure this all out together"	"Just give me the knife. It'll be ok"				
																										Continue										
																											Name3__Img3__*Weeps* "I.... I'm sorry..."									
																												Continue	fcEnd6							
																				*They still care about people*																
																					Name4__Img4__"Name2 still cares about everyone else"	"You've known them for a long time. Do you really think they would sacrifice eveyone just like that?"														
																						Continue														
																							Name3__Img3__"I'm just so tired and worried. I don't even know what to think anymore"													
																								*You were confused*												
																									Name3__Img3__"You are just confused. That's ok"	"Just hand me the knife. Name2 won't hurt anyone."										
																										Continue										
																											Name3__Img3__*Weeps* "I.... I'm sorry..."									
																												Continue fcEnd6								
																								*You didn't stop to think*												
																									Name4__Img4__"You got scared and did what you thought you needed to."	"But if you had stopped and calmed down, you would have realised your mistake"										
																										Continue										
																											Name3__Img3__"....."	"... You're right...."	"I just wanted everyone to be safe."	"I know that magic can destroy everything you love"	"I guess I was the one doing the evil thing."	"I'm the bad guy in this. I understand that now."	"Can you promise me that you will stop them from using their altar again?"			
																												*Promise*								
																													Name4__Img4__"I promise you, we will take care of Name2, we can help them grieve and heal."							
																														Continue						
																															Name3__Img3__"Thank you..."					
																																Continue	fcEnd4			
																												*Don't Promise*								
																													Name4__Img4__"I can't promise that. Name2 is free to do what they think is right"							
																														Continue						
																															Name3__Img3__"Then I have to as well"					
																																Continue				
																												*You're not evil*								
																													Name4__Img4__"Name3, I don't think you are evil, just like I don't think Name2 is evil."	"Both of you were misguided."	"Name2 missed their spouse, and tried to get them back."	"You got scared at something you didn't understand, and wanted to care for the people you love"	"Neither of you are evil. You haven't done anything yet"	"Well you punched them out... but excluding that... You haven't done anything."	"It's ok, let's figure this all out together"	"Just give me the knife. It'll be ok"
																														Continue						
																															Name3__Img3__*Weeps* "I.... I'm sorry..."					
																																Continue fcEnd6				
																*The Altar is new*																				
																	Name4__Img4__"The altar you're talking about is new"	"Jenn died a year ago, but I could still see sawdust and construction materials around their place"																		
																		Continue																		
																			Name3__Img3__"I.. Guess that makes sense."	"But how do you know they didn't kill Jenn?"																
																				*They told me*																
																					Name4__Img4__"Name2 said to me. "I didn't kill my wife!"															
																						Continue														
																							Name3__Img3__"I think you're joking"	"Even if you aren't, that's just naïve"												
																								Continue	fcEnd0_alt											
																				*They visit Jenn's grave*																
																					Name4__Img4__"Name2 visits Jenn's grave all the time."	"They were trying to use the altar to bring her back"	"It wasn't magic that killed her. It was cancer."	"You know that."												
																						Continue														
																							Name3__Img3__"I'm just so tired and worried. I don't even know what to think anymore"													
																								*You were confused*												
																									Name3__Img3__"You are just confused. That's ok"	"Just hand me the knife. Name2 won't hurt anyone."										
																										Continue										
																											Name3__Img3__*Weeps* "I.... I'm sorry..."									
																												Continue fcEnd6								
																								*You didn't stop to think*												
																									Name4__Img4__"You got scared and did what you thought you needed to."	"But if you had stopped and calmed down, you would have realised your mistake"										
																										Continue										
																											Name3__Img3__"....."	"... You're right...."	"I just wanted everyone to be safe."	"I know that magic can destroy everything you love"	"I guess I was the one doing the evil thing."	"I'm the bad guy in this. I understand that now."	"Can you promise me that you will stop them from using their altar again?"			
																												*Promise*								
																													Name4__Img4__"I promise you, we will take care of Name2, we can help them grieve and heal."							
																														Continue						
																															Name3__Img3__"Thank you..."					
																																Continue	fcEnd4			
																												*Don't Promise*								
																													Name4__Img4__"I can't promise that. Name2 is free to do what they think is right"							
																														Continue						
																															Name3__Img3__"Then I have to as well"					
																																Continue				
																												*You're not evil*								
																													Name4__Img4__"Name3, I don't think you are evil, just like I don't think Name2 is evil."	"Both of you were misguided."	"Name2 missed their spouse, and tried to get them back."	"You got scared at something you didn't understand, and wanted to care for the people you love"	"Neither of you are evil. You haven't done anything yet"	"Well you punched them out... but excluding that... You haven't done anything."	"It's ok, let's figure this all out together"	"Just give me the knife. It'll be ok"
																														Continue						
																															Name3__Img3__*Weeps* "I.... I'm sorry..."					
																																Continue fcEnd6				
Name3__Img3__fcEnd0_0																																				
	"Stay back Name4! I'm doing this to protect all of us!"	"Name2 is evil, they must be stopped!"																																		
		Continue																																		
Name4__Img4__fcEnd0_1																																				
	"Holy Shit! What did you just do to Name2?!"	"I can't let you get away with this"																																		
		Name3__Img3__"I'm sorry..."																																		
			Continue																																	
Name4__Img4__fcEnd0_1alt																																				
	"No! You don't understand, this wasn't supposed to happen!"	"I can't let you get away with this"																																		
		Name3__Img3__"I'm sorry..."																																		
			Continue																																	
Name2__Img2__fcEnd1_0																																				
	"Huh... oh no"																																			
		continue																																		
Guard__Guard__fcEnd1_1																																				
	"Put the knife down!"...																																			
		continue																																		
Name3__Img3__fc5																																				
	"Thank you for believing me"	"But.... How do I know you won't tell anyone?"																																		
		*I'm an accomplice now*																																		
			Name4__Img4__"I'm an accomplice, if I turn you in, you just turn me in."																																	
				Continue																																
					Name3__Img3__"I guess that makes sense. Let's just go home and pretend to be shocked tomorrow then"																															
						Continue	fcEnd2																													
		*Stab Name3*																																		
			Name4__Img4__"You can't!"																																	
				Continue	fcEnd3																															
